ACOX1,ECH1,sbcoa
ACSL1,SLC27A2,CE5125
ACSL1,ACSL5,CE5125
ACSL1,ACSL4,CE5125
ACSL1,SCD,M00004
ACSL1,ELOVL1,M02052
ACSL1,SPTLC3,pmtcoa
ACSL1,SLC27A4,M00265
ACSL1,PIGW,pmtcoa
ACSL1,ELOVL3,M02052
ACSL1,ACSL6,CE5125
ACSL1,SPTLC2,pmtcoa
ACSL1,SOAT2,M00004
ACSL1,CPT2,M00004
ACSL1,SLC27A1,M00265
ACSL1,ABCD2,docoscoa
ACSL1,ACSBG1,M00265
ACSL1,CYP4F11,lnlc
ACSL1,CYP3A5,lnlc
ACSL1,ALOX15,dlnlcg
ACSL1,344967_AT1,M00265
ACSL1,CYP3A4,lnlc
ACSL1,CYP2A7,lnlc
ACSL1,CYP3A7,lnlc
ACSL1,ALOX12,arachd
ACSL1,CYP2S1,lnlc
ACSL1,CEL,tettet6
ACSL1,CYP4F12,lnlc
ACSL1,CYP1A2,lnlc
ACSL1,CYP4Z1,lnlc
ACSL1,PPT1,arachdcoa
ACSL1,SLCO2A1,arachd
ACSL1,SLCO1B1,arachd
ACSL1,ABCA1,M00265
ACSL1,CYP19A1,lnlc
ACSL1,CYP1B1,lnlc
ACSL1,PTGS1,tmndnc
ACSL1,PTGS2,tmndnc
ACSL1,CYP2U1,lnlc
ACSL1,CYP2B6,lnlc
ACSL1,CYP2D6,lnlc
ACSL1,SLC27A5,nrvnc
ACSL1,PPT2,arachdcoa
ACSL1,CYP1A1,lnlc
ACSL1,CYP2J2,lnlc
ACSL1,CYP4B1,lnlc
ACSL1,CYP2F1,lnlc
ACSL1,CYP2A6,lnlc
ACSL1,CYP4F8,lnlc
ACSL1,CYP4X1,lnlc
ACSL1,CYP2A13,lnlc
ACSL1,CYP2C18,lnlc
ACSL1,CYP3A43,lnlc
ACSL1,CYP2C9,lnlc
ACSL1,CYP2C8,lnlc
ACSL1,ALOX5,arachd
ACSL1,LIPA,tettet6
ACSL1,CYP2C19,lnlc
ACSL1,ALOX15B,dlnlcg
ACSL1,CYP2E1,lnlc
ACSL1,FADS1,M00123
ACSL1,FADS2,tetpent3coa
ACSL1,ACOX2,CE5125
ACSL1,FADS3,M00123
ACSL1,HSD17B10,CE4854
ACSL1,FADS6,stcoa
ACSL1,CYP4F2,docosac
ACSL1,PGAP1,hdca
ACSL1,SGPL1,hdca
ACSL1,CYP4A11,ddca
ACSL1,CLPS,hdca
