	SLC10A1	CNDP1	ADH1C	NDST4	PLPPR4	HPGD	RDH16	ADCY8	CYP1A2	PNLIPRP2	IDO2	CPA5	LGSN	PNMT	BBOX1	ALDOB	SRD5A2	SULT4A1	STRA6	UGT1A7	SLC3A1	CA4	SLC22A1	HS6ST2	CYP1A1	GLS2	MOGAT2	PLPPR5	GLYAT	CYP2C19	HAO2	CYP11B1	CA7	ACADL	CPA6	SLC6A2	CYP2C8	CYP2A13	HS3ST4	ATP1A2	SLC7A3	SLC1A1	UGT1A3	TDO2	AKR1D1	VNN1	CPA2	NNMT	DPEP1	UGT1A4	GCK	CPA1	CYP2B6	CYP2A6	HS3ST5	CYP3A4	HSD11B1	SDS	CYP2A7	PLA2G2E	ASPG	XDH	RBP2	SLC22A12	UGT1A9	TAT
ABCC3	0.0016003417297196	6.232348847995248e-05	0.0030895927447892	4.353921345204351e-05	3.1508289811986237e-06	0.0001066170886024	0.0002634500447373	6.108392153119121e-05	0.0001314619342526	3.57088717026779e-06	3.137460604048813e-06	3.5349625835435486e-06	5.365670776183124e-06	6.386088953363459e-05	6.240546299313901e-05	0.0001464754602259	0.0003755929744884	4.503199303936018e-05	0.0002917932239063	0.0049105332336026	1.274536839484832e-05	0.000131909857461	7.342287879891373e-05	4.503199303936018e-05	0.0001314619342526	5.365670776183124e-06	2.697786466915256e-06	2.0304935638963026e-07	4.206731159161335e-05	0.0001350327851084	0.0001750094754207	0.0007435592489576	0.000131909857461	3.517735573379838e-05	3.5349625835435486e-06	2.9701285892296e-05	0.0001509908331019	0.0001344627407589	4.503199303936018e-05	1.933246537810237e-05	1.5212618692974778e-05	1.4286993076727666e-05	0.0035208297630207	3.137460604048813e-06	0.0110340362375925	1.0745588313951494e-06	3.534962583543555e-06	6.254933040794112e-05	3.046459331682573e-05	0.0043865318852427	2.3597862787932987e-06	3.534962583543555e-06	0.0001344627407589	0.0026307501900989	4.503199303936018e-05	0.0015171606971765	0.0001433202069412	1.2167720116854814e-05	0.0001344627407589	5.992987328574703e-06	3.616782427968792e-06	6.74231206378062e-05	0.0002917932239063	0.0001912992812886	0.0022300060878076	7.028881556066713e-06
SLC22A6	0.0016615426037723	0.000145476009541	8.713404620642184e-05	6.707083633882859e-05	5.0909521066882445e-06	8.275502335372857e-05	1.1859668315272302e-05	8.749543248237409e-05	4.759024916323486e-05	2.1161999501125967e-06	0.0001377660316691	0.0001949092342491	0.0001389539092191	8.171344425211704e-05	7.303873493735228e-05	0.0001202556990833	3.8724322354929815e-05	7.495886520128999e-05	1.11891841428407e-05	9.492435976419723e-05	0.0012675911451558	0.000302315691614	0.0001148034374323	7.495886520129011e-05	4.759024916323495e-05	0.0001389539092191	8.90967959312438e-06	1.006151683069432e-06	7.033684829459722e-05	6.107059659293446e-05	0.0002928740759786	1.96965010545342e-05	0.000302315691614	9.447041224771175e-06	0.0001949092342491	0.0019636343512292	6.683578952909945e-05	4.813397189949802e-05	7.495886520129011e-05	0.0022665120162201	0.0015860688788306	0.0014815549143099	0.0001145152689583	0.0001377660316691	7.299315032357515e-05	0.0001033251942799	0.0001949092342491	6.312763793575983e-05	0.000126083283035	0.0001095863649124	6.074808960514382e-05	0.0001949092342491	4.813397189949802e-05	4.701023184889561e-05	7.495886520128999e-05	7.748725821641004e-05	9.030490909244592e-06	0.0001347344497618	4.813397189949802e-05	4.465761899263251e-05	0.0002116153615133	0.0002472101666778	1.11891841428407e-05	0.0001853286346217	7.184201901600547e-05	0.0001233015863212
SORD	9.203817200779456e-06	3.134552190899981e-06	3.475615089823425e-05	2.1625615631042414e-07	2.953205777457917e-06	2.620151499378927e-07	4.640740640942473e-06	1.5907383052574528e-07	2.833285272777225e-07	6.108326306276871e-07	2.817730511528845e-06	4.120577238448644e-06	1.8784306084561717e-06	4.454852069894794e-07	1.5731545649291574e-06	0.0001241654875744	3.904881955166933e-07	2.3191713253349007e-07	3.899470326030902e-06	1.9988151826469355e-07	0.0001079623770345	6.09782224825064e-07	1.048988772501656e-06	2.3191713253349007e-07	2.833285272777225e-07	1.8784306084561748e-06	6.47725523455076e-07	7.103292413034425e-08	1.0576452998293396e-06	2.1328617735726145e-07	6.787793290893889e-06	7.93711823377299e-07	6.09782224825064e-07	1.066847391956794e-07	4.120577238448644e-06	1.0372948754233456e-05	2.607774655469824e-07	2.817328555470722e-07	2.3191713253349007e-07	1.1703795164045272e-05	8.646668064781763e-06	7.87006026336068e-06	4.029911503244082e-07	2.817730511528845e-06	6.66277592024953e-07	6.20392306528366e-07	4.120577238448644e-06	1.206321972654521e-07	2.020930891864515e-06	2.0083234041016506e-07	0.0021080602467287	4.120577238448644e-06	2.817328555470722e-07	2.7995554274523346e-07	2.3191713253349007e-07	2.948570546622928e-07	1.5334035244138257e-07	2.7336594805916874e-06	2.817328555470722e-07	8.347943514867823e-07	2.1622090858345537e-06	1.2015645071885482e-06	3.899470326030902e-06	6.426029331656124e-06	1.9986176912554442e-07	1.674315461877467e-06
ACY1	4.115789471683415e-05	0.0001153460741198	5.054037931780384e-06	2.97812964030838e-07	5.46160847914147e-07	2.5186578866494613e-06	6.703843950769026e-07	2.300212957171697e-07	2.0875758169784006e-06	1.0097703696166656e-07	0.0001655438295482	0.0002411298565337	8.931852334033331e-05	6.009726521799161e-05	5.3248732010193376e-05	1.97986448792158e-06	1.1026302328653678e-06	3.15161410775704e-07	6.271858995622061e-07	2.145742936434944e-06	0.0010825245178747	4.031883191350199e-06	2.051601646108952e-05	3.15161410775704e-07	2.0875758169784006e-06	8.931852334033331e-05	3.203338489417716e-07	6.12607421946861e-08	5.427198584383616e-05	3.082432609523941e-05	5.432350094617974e-06	2.205303041486087e-07	4.031883191350199e-06	1.581244420785349e-06	0.0002411298565337	5.183096096009956e-05	2.685756091030369e-05	1.401862415608076e-06	3.15161410775704e-07	5.740413408106135e-05	0.0013685666962065	5.209161285222458e-05	2.4724045928555253e-06	0.0001655438295482	1.0165287038378778e-06	3.107988926755898e-06	0.0002411298565337	6.933131437529497e-05	0.000122742782262	2.1833877836251725e-06	1.2033830704807198e-05	0.0002411298565337	1.401862415608076e-06	1.7279297631758005e-06	3.15161410775704e-07	2.4164402728045768e-05	6.347357299582855e-08	0.0001091198537076	1.401862415608076e-06	2.243011535626133e-06	0.0001186190814573	1.0432003734910968e-05	6.271858995622061e-07	5.979339250769834e-06	3.6636776592726594e-05	0.0001196339008373
CYP27A1	0.0013811838517025	5.391574800033716e-05	0.0030759365955528	4.888698882112882e-05	1.0728545560884688e-05	1.9021716716190628e-05	0.0002594666252373	2.7591096215316e-05	6.481399166406363e-05	2.268669308432757e-05	1.6004011441501564e-06	2.023336902806572e-06	2.4913249344523315e-06	1.291594991515777e-05	5.789016663573343e-05	0.000145238182139	0.0001182701443146	5.47157461961786e-05	0.0002877892269633	3.3203728061469146e-05	7.96244250691073e-06	5.4126010676440544e-06	1.946904742889461e-05	5.47157461961786e-05	6.481399166406375e-05	2.4913249344523315e-06	4.692941862572135e-05	1.6599953749420626e-06	8.09263987847569e-06	3.719343043160199e-05	0.0001707468463955	7.780271290723835e-05	5.4126010676440544e-06	3.0617595472044654e-05	2.023336902806572e-06	1.6379811073028347e-05	3.948739705505626e-05	6.639495636206596e-05	5.47157461961786e-05	1.1467365598409586e-05	9.26349116532832e-06	8.203409623386672e-06	6.851340872822016e-05	1.6004011441501564e-06	0.0003541806286744	8.490273864546201e-07	2.023336902806572e-06	3.499295411394241e-06	4.677103334546982e-06	3.113799797372966e-05	2.184703260635858e-06	2.023336902806572e-06	6.639495636206596e-05	7.581669422504193e-05	5.47157461961786e-05	6.301301348310572e-05	5.2076173117352695e-05	1.6957437575895237e-05	6.639495636206596e-05	4.411550383831408e-05	2.00665991333444e-06	1.3940862706471618e-05	0.0002877892269633	0.0001687784968226	2.324764656444269e-05	4.060968418611246e-06
GAD2	6.513108808841536e-05	0.0001682262840245	1.9518333449044786e-05	1.2097305081067925e-05	3.521078977914617e-07	8.732476580824369e-06	5.441143405037308e-06	3.046175838363469e-06	1.292958711738214e-05	1.8456716250366624e-07	6.465862460496965e-05	0.000113978766102	0.0033017088228096	9.614208852870057e-06	5.764514555025136e-05	7.428643886420747e-05	1.1637662647904885e-05	1.354766595174455e-05	3.5309065327947155e-06	3.3558176301730293e-06	8.259418803473934e-05	2.422344586545384e-05	1.498719076500652e-05	1.354766595174455e-05	1.292958711738214e-05	0.0033017088228096	5.382364010301109e-07	1.0804422009945105e-07	4.675216825708751e-05	9.146732015088571e-06	9.047260588525638e-05	4.268994819383904e-06	2.422344586545384e-05	3.7676082039669753e-06	0.000113978766102	6.501430475690593e-05	8.436844033475671e-06	1.3051923130411262e-05	1.354766595174455e-05	7.230043681976715e-05	0.0001087987662349	0.0014358466069918	8.807149995009364e-06	6.465862460496965e-05	5.0408717101224526e-06	4.146771339226592e-06	0.000113978766102	2.5649173678609694e-06	0.0001613945272661	3.716921878415312e-06	2.495355578714722e-05	0.000113978766102	1.3051923130411262e-05	1.24425925462914e-05	1.354766595174455e-05	8.337489979458133e-06	3.941929984912639e-06	7.450022614979883e-05	1.3051923130411262e-05	1.3696576509296196e-06	0.0002953824190324	6.1031270507551545e-05	3.5309065327947155e-06	8.889649506020957e-05	3.02125344251005e-06	0.0026252795418192
FUT10	1.4989856574898554e-06	4.1376062703774857e-07	1.2845598935361852e-06	1.2977208647757732e-05	7.327571504532959e-05	3.775621994286563e-07	2.224276725857277e-07	1.6774360643240928e-07	3.871101125115674e-07	9.347681137053502e-06	5.923260246288232e-07	7.692048544460964e-07	4.375304095123169e-07	3.9466281711722953e-07	1.396154253815903e-07	2.018309579812617e-06	5.492471784873737e-07	9.87882759786589e-06	2.2221051713430785e-07	1.013753748109872e-05	2.14762052680188e-05	3.686773415258631e-06	5.506508492351188e-07	9.87882759786589e-06	3.871101125115674e-07	4.375304095123169e-07	3.476207361799337e-06	4.734593047154256e-07	2.4231298189468053e-07	2.6296265243146705e-07	2.547254294962736e-06	3.8608269191297996e-07	3.686773415258631e-06	4.330170790007186e-07	7.692048544460964e-07	2.56112446539575e-06	6.718686099167119e-07	3.942815100785784e-07	9.87882759786589e-06	1.4683028605403234e-06	1.1191537193320678e-06	1.0511798063789331e-06	7.654670029601099e-06	5.923260246288221e-07	2.990919968881721e-07	2.659736152345529e-07	7.692048544460964e-07	1.861510304815257e-07	3.945205583272292e-07	9.05268300973348e-06	4.190513983023903e-05	7.692048544460964e-07	3.942815100785784e-07	4.44289915887749e-07	9.87882759786589e-06	7.174877769848613e-07	1.8991144173163363e-07	6.18904421787011e-07	3.942815100785784e-07	2.246876594593485e-06	3.806557190507101e-07	1.2032886016096727e-06	2.2221051713430785e-07	5.671856543532327e-07	4.59825435505395e-06	4.121147552285871e-07
ACPP	1.4892323103820008e-05	2.8534975869600765e-06	2.287738198559684e-06	6.000007769786077e-07	8.004164719609542e-07	3.343353296576929e-06	2.756401234113104e-07	0.0004259201711729	1.0693090192820184e-06	1.7163827544169786e-07	3.07822610473254e-06	2.609957176006336e-06	1.2762054016952545e-05	4.126093747035442e-05	1.9930658560880083e-06	5.779307088315364e-06	9.431402058786296e-07	6.433881493501637e-07	2.810055941630881e-07	2.689525177804392e-06	1.1596528342446144e-05	1.1112949258522102e-06	3.01203952233044e-05	6.433881493501637e-07	1.0693090192820203e-06	1.2762054016952545e-05	5.139161900988531e-07	3.895734612755044e-05	3.114998643409355e-06	2.052332096311244e-05	8.409262437031601e-07	4.173893395904314e-07	1.1112949258522102e-06	2.446621842116037e-05	2.609957176006336e-06	2.749540544552352e-05	1.8241567939985507e-05	9.127850931430548e-07	6.433881493501637e-07	1.884656552945447e-05	1.3602525158817984e-05	1.8537871690895462e-05	3.5400640768351604e-06	3.07822610473254e-06	4.360296427322206e-06	0.0001255492841347	2.609957176006336e-06	8.026035096292241e-05	2.772075894697001e-06	2.7382344524370164e-06	6.896944521176808e-05	2.609957176006336e-06	9.127850931430548e-07	1.1526736001532293e-06	6.433881493501637e-07	1.7406684286840447e-05	1.254201492688435e-07	2.739505031778056e-06	9.127850931430548e-07	1.015829124624508e-06	1.1042621158831331e-05	0.0005276573573562	2.810055941630881e-07	8.269465036445062e-06	2.515793140224607e-05	1.0622843098400888e-05
CS	1.9774308216493683e-05	5.8850383276822285e-06	2.822774431291657e-07	2.6828751043540953e-08	3.5101994569437947e-08	1.6575143210229267e-07	5.494542702324257e-08	2.0466302198543477e-08	3.379347953115912e-07	1.0378929930626396e-08	1.914968327431505e-05	1.25402204930189e-05	5.269349030879518e-06	4.216558024310696e-07	9.044010557733864e-07	1.560264930730653e-07	7.150059142469477e-08	2.9362390648702843e-08	4.277165717023631e-08	2.2686422121300985e-07	1.604508168635768e-05	1.237170342685449e-06	8.617917297565795e-07	2.9362390648702843e-08	3.379347953115912e-07	5.269349030879518e-06	9.540472703532597e-08	9.120755471429416e-09	4.016032575781711e-06	2.957394875625618e-07	1.6098018696159486e-05	2.9160066613181417e-08	1.237170342685449e-06	1.5635250837963258e-07	1.25402204930189e-05	2.401427680365416e-05	2.3813267367324485e-07	2.897926530019851e-07	2.9362390648702843e-08	2.7809816034456904e-05	2.027767362305573e-05	1.831423665018388e-05	4.002949839362172e-07	1.914968327431505e-05	3.527568410155875e-07	1.292166177157686e-06	1.25402204930189e-05	1.8321713157426506e-07	5.852679551835457e-06	2.163299872963965e-07	8.151980181693665e-07	1.25402204930189e-05	2.897926530019851e-07	2.768475467432564e-07	2.9362390648702843e-08	3.090964025451209e-07	8.173894353354674e-09	8.064058126740596e-06	2.897926530019851e-07	2.2225011616574986e-07	1.069539468968198e-05	1.9066517611269128e-06	4.277165717023631e-08	1.0669055218062594e-06	2.024399106832297e-07	4.639084472962786e-06
SLC2A9	3.058776966353733e-05	1.759159102909946e-05	3.888698351818494e-05	1.8930174473839543e-06	3.205335379520991e-05	6.270471442901791e-07	4.565876128451502e-06	2.1823787332921038e-07	7.344615595798016e-07	4.309506209661456e-06	2.6215702122892408e-05	3.921901081969547e-05	1.1865446015029528e-05	1.936045528819812e-06	2.268251824356764e-06	6.027664996254077e-05	5.646148583894603e-07	2.0326232583845573e-06	4.315656891924628e-06	6.912351815493315e-07	0.0012137747393006	3.0070672378065584e-06	3.348913816095565e-06	2.0326232583845607e-06	7.344615595798016e-07	1.1865446015029528e-05	1.7525916742803103e-06	4.167221991230298e-07	8.606870279502448e-06	6.41678780165983e-07	6.083602943016938e-06	9.384015093728584e-07	3.0070672378065584e-06	6.649020066594427e-07	3.921901081969547e-05	3.69079762710974e-05	6.775244901837866e-07	6.745156655338304e-07	2.0326232583845607e-06	4.178106901311413e-05	3.397473912905257e-05	2.8109802844283284e-05	1.1214162187337312e-06	2.6215702122892408e-05	1.106956183245839e-06	2.5095936806170377e-06	3.921901081969547e-05	4.959092010198249e-07	1.7505008436355485e-05	6.612681029187256e-07	0.0023455035552766	3.921901081969547e-05	6.745156655338304e-07	6.623205717543688e-07	2.0326232583845573e-06	7.797169850256858e-07	2.015213184913425e-07	2.39338782226998e-05	6.745156655338304e-07	2.0325929171534034e-06	1.5165823337535753e-05	3.836712679275725e-06	4.315656891924628e-06	5.286467646505046e-06	6.164284982562664e-07	1.045041100982911e-05
PAPSS2	5.01642673938141e-05	3.253825579223392e-06	5.782767773174496e-06	0.0061971892420085	1.7630209477477543e-06	1.3986401087462108e-05	1.7422329585360945e-06	2.422775455780556e-06	5.1430945420942834e-05	5.296315031438319e-07	4.077322623631633e-06	2.8636079232630813e-06	1.1187444804317532e-05	1.3142726455669678e-05	2.6771272917227365e-06	4.123573072496975e-06	5.310826220084317e-05	0.0069474659326201	1.7902363378607056e-06	1.742567418308163e-05	1.4529818413333505e-05	0.0002019638964195	3.093105943916405e-05	0.0069474659326201	5.1430945420942834e-05	1.1187444804317532e-05	7.637161133277325e-07	7.448204405672199e-08	2.811839544105624e-06	1.6428684637137885e-05	0.0001307487061333	2.9351838922588787e-05	0.0002019638964195	1.1851985314541576e-06	2.8636079232630813e-06	3.808897783852368e-05	3.1343216281784015e-05	5.268070540341215e-05	0.0069474659326201	2.0386510623798325e-05	1.428679624438402e-05	1.7477810986313432e-05	2.597377799408491e-05	4.077322623631633e-06	1.8208072716834343e-05	9.128563129053664e-07	2.8636079232630813e-06	2.035893232860413e-06	3.842373264755566e-06	1.757129737225825e-05	8.001799511968781e-06	2.8636079232630813e-06	5.268070540341215e-05	5.027616982849481e-05	0.0069474659326201	2.975463567996932e-05	2.9646989332277133e-05	1.5456535659557382e-05	5.268070540341215e-05	1.3337284453470982e-06	4.2300025665059145e-06	5.069608689410108e-05	1.7902363378607056e-06	1.0118636684203918e-05	1.5908554625275862e-05	9.934152581475077e-06
DAGLA	5.073862763096013e-07	1.1516046525056215e-07	1.944223867859005e-05	1.7621985408971945e-07	0.0035425306170258	6.249060914802925e-07	4.6971461874368383e-05	2.4271060297006864e-08	7.250811092946569e-06	0.0094080445124268	6.077206999120818e-08	5.984786908475267e-08	4.184314917307218e-08	2.492153162209519e-07	2.281878354594326e-07	4.5283345080570005e-07	1.536813936750639e-06	1.860928166493821e-07	5.385449054319042e-05	7.342853423045688e-07	7.642405508092704e-07	8.285073215041239e-08	4.397704193830862e-07	1.860928166493821e-07	7.250811092946569e-06	4.184314917307218e-08	0.000147388071319	1.936176403688522e-06	2.672341800423123e-07	4.646526686906013e-06	1.9415704337452979e-07	5.625697750988436e-07	8.285073215041239e-08	1.0509299871619112e-06	5.984786908475267e-08	1.731046990171494e-07	4.183922373829748e-06	7.428626466996441e-06	1.860928166493821e-07	1.511515685028857e-07	1.2174773820628684e-07	1.0605266022879207e-07	7.474867589850594e-07	6.077206999120818e-08	8.964133935345321e-07	2.750035002217853e-08	5.984786908475267e-08	2.276242989213147e-07	1.1113088172169753e-07	7.274259274664213e-07	1.1217037472089996e-06	5.984786908475267e-08	7.428626466996453e-06	7.037702914363088e-06	1.860928166493821e-07	3.79196062642196e-06	1.929419791116828e-07	7.411223450150023e-07	7.428626466996453e-06	7.997601446654485e-05	4.6553155106635426e-08	6.083032816233914e-08	5.385449054319042e-05	3.615436058426541e-07	5.24478924405242e-07	4.485770075724093e-08
HAS3	4.501574905225443e-05	1.1945688079453275e-06	7.049431911748308e-06	0.0001513169452927	3.2714456140258745e-06	1.854921669853808e-05	2.2101168490731204e-06	1.0556615484881734e-06	4.180658654826704e-05	8.917512136514798e-07	1.72362646780092e-06	3.3167390228122094e-07	3.30957860857464e-07	5.240826199346787e-05	1.2616475799528088e-06	1.633373865630044e-06	7.342169486107364e-05	2.1806298313908617e-05	1.936721333314428e-06	0.0055044799673695	1.870179747258144e-06	6.333665051845046e-06	1.2154027012080536e-05	2.1806298313908617e-05	4.180658654826704e-05	3.30957860857464e-07	6.48891914471703e-06	1.040785728915697e-05	1.2727429587125492e-06	6.827397059701055e-05	1.957683141728199e-06	2.1095108564393143e-05	6.333665051845046e-06	1.3575689265876332e-06	3.3167390228122094e-07	3.579499372230707e-05	8.71170475522716e-05	4.262687953780791e-05	2.1806298313908617e-05	1.300188073184491e-06	1.1802958638117403e-06	9.34086491074194e-07	0.0037979364642186	1.72362646780092e-06	3.5935814734389546e-05	8.97699595871535e-08	3.3167390228122094e-07	5.567122089325992e-05	1.601148883233067e-06	0.0048905316449163	3.334010541179556e-06	3.3167390228122094e-07	4.262687953780791e-05	6.840545591875641e-05	2.1806298313908617e-05	0.0001267578757131	4.397344469061674e-06	1.847479200960202e-06	4.262687953780791e-05	7.724626829783336e-06	2.8915718291368266e-07	3.937444334562913e-06	1.936721333314428e-06	2.918602430374663e-06	0.0024600040335836	1.416675200530724e-06
SLCO1A2	0.0015317743605831	0.0001133287109711	0.0002006863473636	0.0002071821902783	7.907697171411919e-06	0.0010284207059847	5.342805143371699e-05	0.0001019881037616	0.0001860650517402	3.2979306648669514e-06	9.254674773279868e-05	2.359014070328377e-05	0.0001200956028118	0.0036457575610363	0.0001745667039512	2.463109452624037e-05	0.0001690374068666	0.0002263311549763	5.648916220214513e-05	0.0051212799995087	6.485780242374765e-05	0.0057843957799061	0.0051266030860509	0.0002263311549763	0.0001860650517402	0.0001200956028118	4.228612594765479e-06	8.873454561886505e-07	9.74668445272076e-05	0.001871885720225	0.0001746633644218	6.296241494440108e-05	0.0057843957799061	4.654666329566577e-05	2.359014070328377e-05	0.0018195189418239	0.0016779377573296	0.0001891212668421	0.0002263311549763	9.380192918060944e-05	8.98895869203613e-05	0.000108593796573	0.0037358503631667	9.254674773279868e-05	0.00039090481249	4.641238766863255e-06	2.359014070328377e-05	0.0001898518013274	0.0001614008870349	0.0046601052966739	5.829074463818093e-06	2.359014070328382e-05	0.0001891212668421	0.0002188569698044	0.0002263311549763	0.0016003463250083	2.6243275884798648e-05	6.194657453546978e-05	0.0001891212668421	4.668205161253303e-05	4.370845507711988e-05	0.0002759337858276	5.648916220214513e-05	0.000121285676143	0.0024125073629151	0.0001452687139796
GOT2	7.018262105485659e-05	0.0001894073959416	4.143177245155647e-05	2.517443501644482e-06	5.653623000719072e-07	1.3630627269111571e-05	7.282818470352064e-06	3.722039765125111e-06	4.918023159109042e-06	1.7488566670171997e-07	0.0003763467589973	0.0003874533553852	0.0033790410799022	1.0912042966932483e-05	3.214733738478759e-05	5.93838892647118e-05	2.6836884030548494e-06	2.763614377178333e-06	5.737563098207445e-06	5.556179935811528e-06	0.0001178662578439	2.5067880392208445e-05	3.831395229781759e-05	2.763614377178333e-06	4.918023159109042e-06	0.0033790410799022	5.393609786824172e-07	1.733496737169517e-07	7.186171062533411e-05	5.6116641900122455e-06	8.007439681685019e-05	1.4917921567549573e-06	2.5067880392208445e-05	2.541191275114933e-06	0.0003874533553852	0.0001095908555146	9.066616387516588e-06	3.920915750662693e-06	2.763614377178333e-06	8.997397492156102e-05	0.0014364080406939	0.0015567864289331	1.5002845962773682e-05	0.0003763467589973	2.930361920078033e-06	5.689894308351386e-06	0.0003874533553852	5.725835555668885e-06	0.000262932921815	1.76226576918511e-05	3.0480235502449264e-05	0.0003874533553852	3.920915750662693e-06	3.88435164519939e-06	2.763614377178333e-06	8.846328836007313e-06	5.67803983190201e-07	0.000211175717322	3.920915750662693e-06	2.29900998127814e-06	0.0067123610340616	0.000191050841644	5.737563098207445e-06	0.0002406298701018	1.1671024291898278e-05	0.0032080622173673
GGTLC1	7.18127946435278e-05	0.0001783989700947	5.56895427008415e-05	3.362315622431388e-06	5.031546458377392e-07	0.0001780650156341	3.5672855473799337e-05	3.624651912655661e-05	2.9563252288859645e-05	4.890647627546059e-07	6.706251108436965e-05	0.0001451418263149	0.0033209402085517	1.2208500433760058e-05	8.880254536836601e-06	5.644083356690098e-05	9.174779245141111e-06	3.7154034941542415e-06	3.783721545883492e-05	4.399250654439985e-05	7.655174848116762e-05	7.74717178942102e-05	4.076500562337811e-05	3.7154034941542415e-06	2.9563252288859645e-05	0.0033209402085517	5.200488075237962e-07	1.1300707844505237e-07	8.002249081578964e-05	2.3721055489369937e-05	9.77513617615118e-05	2.715561541057664e-06	7.74717178942102e-05	2.315721013530928e-06	0.0001451418263149	5.014707722988766e-05	2.1710567475067056e-05	3.008233815306877e-05	3.7154034941542415e-06	4.8147378672054174e-05	0.000105047310327	0.0014286291416576	3.4095058105311576e-05	6.706251108436953e-05	9.836433803243094e-06	2.999410401810463e-06	0.0001451418263149	4.029019935849455e-06	0.0029317926857792	4.099316261763518e-05	2.466591812519597e-05	0.0001451418263149	3.008233815306877e-05	2.8929690814006886e-05	3.7154034941542415e-06	2.5738321910650612e-05	9.16500693430076e-07	5.564843222630883e-05	3.008233815306877e-05	1.913092573682512e-06	0.0002927020579203	0.0001098847841969	3.783721545883499e-05	9.11637324471565e-05	2.2380459292499157e-05	0.0026477324243311
EXT2	4.513742416454739e-05	1.1667636907973225e-06	6.702928568070699e-06	0.0049409138508841	3.1155889318267987e-06	1.8578340672683965e-05	2.180572179247758e-06	1.0500627652463437e-06	4.264739287686521e-05	8.703252313971485e-07	1.7233844025326614e-06	3.091446995273527e-07	2.748130075207168e-07	5.234829924274343e-05	1.2724313745184642e-06	9.492814638321576e-07	7.37590680605089e-05	0.0002055648376288	1.911273053789739e-06	0.0055019901941526	1.5382222359978783e-06	5.323444830967511e-06	1.2777762890027092e-05	0.0002055648376288	4.264739287686521e-05	2.748130075207168e-07	6.465678155015395e-06	1.0364657434881436e-05	1.2528458145610404e-06	6.798348845322584e-05	1.2301591179863609e-06	2.020631954623873e-05	5.323444830967511e-06	1.356841635800615e-06	3.091446995273527e-07	3.622129037419424e-05	7.259465234530128e-05	4.348987015745215e-05	0.0002055648376288	1.178794733095465e-06	1.0988479045916871e-06	8.350258832833834e-07	0.0037652905101323	1.7233844025326614e-06	3.553423851021389e-05	8.299575072415916e-08	3.091446995273527e-07	5.528528866306826e-05	1.583310306648125e-06	0.0048874493301925	1.9920051688914664e-06	3.091446995273527e-07	4.348987015745215e-05	6.89918870680494e-05	0.0002055648376288	0.0001138049516812	4.719669008954897e-06	2.070279537663553e-06	4.348987015745215e-05	7.676125163386333e-06	2.670876615975541e-07	3.739933261904236e-06	1.911273053789739e-06	2.8419761307315308e-06	0.0024586806475655	1.3825775556433915e-06
MTMR8	2.146830613204164e-07	6.788047246670987e-08	1.9769909150103038e-07	3.1830225070983605e-07	6.773241750520681e-06	1.6276962775791464e-07	3.813433197404109e-07	1.3225696284174708e-06	1.6861029166737008e-07	3.8006426885508953e-06	7.45945984188665e-08	7.569093365956819e-08	8.530408837428998e-08	3.964487421825215e-07	7.108902851263124e-08	4.3664705730026095e-08	6.295806532717113e-08	6.047097197025836e-08	4.36405675239147e-07	6.390281829861546e-07	4.87927486959867e-07	1.831315390792031e-08	3.907856692427594e-07	6.047097197025836e-08	1.6861029166737008e-07	8.530408837428998e-08	3.071041662110847e-05	0.0050664538680615	6.029503316133378e-08	2.883166607958005e-07	2.3276539144172405e-08	4.6583420559040226e-08	1.831315390792031e-08	1.2183340895867816e-07	7.569093365956819e-08	3.7891401355728605e-07	2.6483943133404696e-07	1.709732477132263e-07	6.047097197025836e-08	2.6344348443739026e-07	1.9690631335065886e-07	2.011843453401085e-07	4.659418138417769e-07	7.45945984188665e-08	5.4628603087147794e-08	1.252043748355096e-07	7.569093365956819e-08	6.858720795243641e-07	6.745658949725283e-08	5.735390109480526e-07	1.226822354874211e-06	7.569093365956819e-08	1.7097324771322657e-07	1.6956148756674777e-07	6.047097197025836e-08	2.501076127927352e-07	2.2244861025906225e-08	1.2839310989861776e-06	1.7097324771322657e-07	2.9497029902971825e-05	1.211911352663329e-07	3.2794950383663067e-06	4.36405675239147e-07	6.037578366372315e-08	5.051677048385627e-07	7.208771716550249e-08
