gene,t-statistic,adj_p-value,effect size
CCDC158,-5.072879413378202,3.0836943587103615e-06,-0.956816343548244
ROPN1B,-4.990410118236553,5.380358151115179e-06,-0.9566294762298537
RBP5,-5.0155940167366015,4.525926122250544e-06,-0.9566063078894677
C5orf49,-5.1502760458508146,1.8351900820864779e-06,-0.9560891231207973
CUX2,-4.945873104920394,7.194812012256866e-06,-0.9559225398337168
NSUN6,-5.077096972885869,2.9331075755310926e-06,-0.9556862533572237
UPB1,-5.14182188378611,1.9121700749069116e-06,-0.9553228846507548
RILP,-5.2527769285464965,9.846933763841296e-07,-0.9551125104094119
NDST3,-4.899304055116528,9.541660131848657e-06,-0.9542385964104098
FGB,-4.984692863853354,5.2363404904152175e-06,-0.9535211543954389
SLC43A3,-5.181444671870014,1.4391388644906176e-06,-0.9525707502156556
STEAP3,-5.10597432153871,2.2796543647084876e-06,-0.9521608957820257
EPHX2,-4.9938219822043255,4.69458268270699e-06,-0.9512347587466132
C2,-5.17737504089651,1.4476021664394737e-06,-0.9511481924202803
TJP2,-5.072491731500849,2.74027686693355e-06,-0.9503412384804214
COX6A2,-4.845358641017094,1.2083819035005778e-05,-0.9482850612240917
ETS2,-4.991393781309484,4.485023707462749e-06,-0.948134068683913
ACAA1,-4.998134840850041,4.171201587906569e-06,-0.9466998663444579
C3,-4.971453814079526,4.948486924806802e-06,-0.9463672492130808
NQO2,-4.977103814615182,4.739109563126141e-06,-0.9460825161888827
BLNK,-5.00837732362497,3.731901363168046e-06,-0.9443239100972405
NR3C2,-4.9856682315858505,4.284449167245516e-06,-0.943760829364426
SLC5A1,-5.233370637555963,1.0059167445518461e-06,-0.9436417862560432
GADD45G,-4.967209368469111,4.820795695103971e-06,-0.9435676977029529
SPAG5-AS1,-4.950345153030329,5.281627755584236e-06,-0.9425109217712
GOLT1A,-4.94873840829337,5.246276144957864e-06,-0.9416078279728788
NUDT7,-4.8645323213762826,9.154828200557098e-06,-0.9413453520222093
MGST1,-4.904898095783524,6.943127606023705e-06,-0.9410468621644278
CRCP,-4.91907096027628,6.307249795853354e-06,-0.940965557435668
GPR88,-4.738068334579026,2.070444143225453e-05,-0.9399213152541697
MYOM1,-4.947934040229585,5.070522284262393e-06,-0.9395197346089348
DBH-AS1,-4.990290327135356,3.805298439761055e-06,-0.9387774561124672
FOXP2,-4.9804488763360375,4.0278261206448586e-06,-0.9384248910611204
ACOT6,-4.74830691070629,1.866148753008154e-05,-0.9382284917632902
MOGAT1,-4.953024104616663,4.785783382451226e-06,-0.9381768749005347
PRG2,-4.775169664138357,1.552203201878136e-05,-0.9379703764300132
CCDC71L,-5.008593513755634,3.3075467628410585e-06,-0.9372518042711266
MSRA,-4.900802795473097,6.467066837849227e-06,-0.936013334806496
SYBU,-5.025188135425584,2.923620317522035e-06,-0.9358244856472441
OCIAD2,-4.966394828796786,4.199202707237643e-06,-0.9356061743046391
PINK1,-5.029208572954321,2.7472253679915875e-06,-0.9330253887605993
DUSP23,-5.07050429427978,2.1548981224615255e-06,-0.9324678990706394
ABCA9,-4.986922541353219,3.479106217230187e-06,-0.9317759747916323
GRHPR,-4.851532168936072,8.237816911132892e-06,-0.931731809299259
ABLIM3,-4.774795764101977,1.363054600722692e-05,-0.9315719217028519
RASD1,-4.734862120557681,1.724917471282509e-05,-0.9301738508697991
ALDH2,-4.946378984706597,4.343064021222989e-06,-0.9299492461562054
COL6A6,-4.707775875341424,2.0380491052011226e-05,-0.9296123690408634
IDO2,-4.649452891792203,2.9460356523046277e-05,-0.9290077147271739
DTX1,-4.979381794563043,3.498087573639767e-06,-0.9289596319852215
NECAB2,-4.699368747071251,2.124102721182539e-05,-0.9289372634790488
CYB5A,-4.850359213250926,7.872742484771618e-06,-0.928920291027674
CLRN1-AS1,-4.634959342588162,3.225465875841967e-05,-0.9288529464073837
GSTA2,-4.63545732784641,3.1649373439628485e-05,-0.9280829740392424
AADAT,-5.00759592859244,2.923490713927154e-06,-0.9279112843265555
PLEK2,-4.705305644895147,1.966789585023699e-05,-0.9270701884064874
TSTD1,-4.834244063426193,8.21544001208167e-06,-0.9255519153911553
C4orf19,-4.931230888886178,4.323636298116494e-06,-0.9234438676403256
SLC15A1,-4.886289718989362,5.486623083661871e-06,-0.9210729725146923
ACO1,-4.798049172701766,9.533203071487577e-06,-0.9208863723340548
PZP,-4.607014449541816,3.252054643234991e-05,-0.9203376066347686
HIGD1A,-4.79530550315134,9.397362060574542e-06,-0.919093099018113
GBP1,-4.7300787441884005,1.4178153275633165e-05,-0.9186271367892473
TMPRSS6,-5.029490732204401,2.389471953539567e-06,-0.9186026395923181
CXCR2,-4.632715980673776,2.5793185070279436e-05,-0.9169785133652406
FOLH1B,-4.59937402751199,3.106729686280022e-05,-0.9155317436267791
MTHFD2L,-4.78507439704873,9.210508997522324e-06,-0.9141494696172507
SPAG1,-4.788986074356136,8.906212984220386e-06,-0.9135996922235065
MIP,-4.7657026494941865,1.0271871331814806e-05,-0.9133900602625066
GRAMD4,-4.577738745951425,3.407529994320765e-05,-0.9131744366139507
SMCO4,-4.799229359441682,8.288519733322071e-06,-0.9130972399188139
IDNK,-4.823655995587632,7.0546175355317715e-06,-0.9123673510930894
SORL1,-4.775176024242291,9.495145273869135e-06,-0.9122479251530285
SLC37A4,-4.766937268225585,9.87717029652735e-06,-0.9115185341972214
PEPD,-4.718392910280304,1.3322367601537222e-05,-0.9111151720693803
PCCB,-4.713299238264294,1.3724786152617752e-05,-0.9109678538770298
SLC3A1,-4.577016351934126,3.193407337311797e-05,-0.9095596185719091
RBM47,-4.792065068152753,8.079894534372546e-06,-0.9086014857700698
ZFP1,-4.673943410234348,1.689490037701489e-05,-0.9085886328232392
UGT2B17,-4.583811914197174,2.9864645535889355e-05,-0.9083102334712371
FITM1,-4.684589120060808,1.5584068798842076e-05,-0.9078517470616192
ISOC2,-4.75472458161719,1.0012677843312906e-05,-0.9076828419823658
CAT,-4.6522994212704525,1.891410351190035e-05,-0.9072157072877487
F2,-4.751990723561379,1.0051552965071872e-05,-0.90686363082213
C1RL,-4.858686644826209,5.330252568313196e-06,-0.906654791676271
ZC2HC1C,-4.752155789319225,9.939748429459435e-06,-0.9062154082080714
HADH,-4.705574769931403,1.3269745059792643e-05,-0.906206526255393
HAMP,-4.496066930712923,4.586315434795324e-05,-0.9016672898275759
CRP,-4.58351197094134,2.6406144442239735e-05,-0.901571123048292
MAP10,-4.659215420558474,1.63182752632398e-05,-0.9012844474426438
MT1E,-4.60676888080775,2.1814545653530313e-05,-0.8990689906915726
SKAP1,-4.653076585742976,1.61945098072449e-05,-0.8985405915383341
SMIM14,-4.594310017673967,2.3339334306263612e-05,-0.8984640423983355
MPPED1,-4.587028653451982,2.4295199325377317e-05,-0.8981489335974676
GPT2,-4.712754912891533,1.11582907484182e-05,-0.8980403547663918
RND3,-4.537232307016191,3.2961633242942754e-05,-0.8977297914506618
IGFALS,-4.462709255763936,5.241268147399884e-05,-0.8976525014767224
FAM9B,-4.446080715917297,5.723628641977985e-05,-0.8968434918467945
PMP2,-4.4949320003594195,4.14789252525451e-05,-0.8958112392945078
TMEM176A,-4.689623191711752,1.2395348987013217e-05,-0.8957345283156503
SAA1,-4.444964917134325,5.6377816980036606e-05,-0.8956370181602852
TGM2,-4.59654257777504,2.1444595058261773e-05,-0.8943502831725944
CNGA1,-4.598271041009408,2.110598891788653e-05,-0.8940403085266937
FAAH,-4.842825866329166,5.176332832121053e-06,-0.8939838437097917
CYP2G1P,-4.4512097885916315,5.256811440154523e-05,-0.8939057511159358
TMEM176B,-4.6738784543759655,1.3043388789500747e-05,-0.892766526322823
RPS6KA6,-4.6191999151835,1.8129427994616034e-05,-0.8926352201967517
OXER1,-4.615145370772145,1.8501666079930765e-05,-0.8923525379836391
NDRG2,-4.652913902484434,1.4536103320039367e-05,-0.8915888743702354
CLDN14,-4.5372695006734025,2.944672738360187e-05,-0.8913631140515571
NHLRC1,-4.657692947223571,1.4068889447855876e-05,-0.8913168543677813
ATP11C,-4.589923216191384,2.1193157365752382e-05,-0.8911735168752274
ZYG11A,-4.456464040103822,4.831910098953526e-05,-0.89102105643651
CPN2,-4.660485984468763,1.365889111965986e-05,-0.8904238186373055
ETNK2,-4.645215027726825,1.4890725503145468e-05,-0.8900937477183869
MST1,-4.736853503210217,8.734502988931332e-06,-0.8898754210414261
SLC38A3,-4.644879181515933,1.4732283166068844e-05,-0.8892228790017904
LBP,-4.688653800092894,1.1368005397981463e-05,-0.8890710263549504
CLU,-4.738805447950162,8.39723594619271e-06,-0.8871182861207315
NXF3,-4.516037305367482,3.0432615399927912e-05,-0.8855720868762437
ADK,-4.578296225947052,2.0721346322450627e-05,-0.8852919961573065
TAF7L,-4.4984899960508535,3.3408541454835655e-05,-0.8847061546483425
AGL,-4.462838210670796,4.143994734509935e-05,-0.884491969754222
TMOD1,-4.548579473805986,2.439251778183654e-05,-0.8842028757825343
PPARA,-4.5632587210387285,2.2236374120511757e-05,-0.8839758996341669
GCHFR,-4.570891211934273,2.1104486452889505e-05,-0.8835716538471421
CYP26A1,-4.459280586386085,4.151131563384809e-05,-0.8833138882902142
F12,-4.5916191225942375,1.8481453079427534e-05,-0.8829872799026389
CCDC38,-4.5385014246833855,2.52417597329625e-05,-0.8824966505059637
LIPG,-4.61048022837403,1.633743359514556e-05,-0.8821384827528719
FGA,-4.555098780405516,2.2705870042058174e-05,-0.8821346132976725
BMPER,-4.648219163695702,1.2890123176260163e-05,-0.8805665056906655
APOL1,-4.562550807111669,2.0860126980753058e-05,-0.8794332512994968
OPLAH,-4.510693433823291,2.8300885136942694e-05,-0.8790668567582554
SLC22A2,-4.369629749550496,6.667530265317442e-05,-0.8790609530214354
RCAN1,-4.471464955038129,3.5855879245827324e-05,-0.8789945527505363
CADM2,-4.555662139698679,2.1313563072655157e-05,-0.8780964094529976
CYP4A22,-4.560314586279016,2.051258865345409e-05,-0.8773311688097107
GJC3,-4.520677320441508,2.5867196300314486e-05,-0.8771169262397593
ACOT12,-4.534726720459017,2.352761452654058e-05,-0.8763607888061836
KCNN2,-4.314622713499016,8.85337702534204e-05,-0.8762981064175345
DGAT2,-4.52061917902073,2.5278003612178062e-05,-0.8755457231493986
NKAPL,-4.5548696083446405,2.054725728255623e-05,-0.8751539611276414
FNDC4,-4.626472039275887,1.367250058435636e-05,-0.8751078569104346
ALDH1B1,-4.440469180935661,4.013826616763777e-05,-0.8743586495268939
PIK3AP1,-4.4746663491437415,3.192048956754089e-05,-0.8728463017029637
FUT3,-4.456167025065966,3.5274382401606184e-05,-0.8721485251615746
ACAT1,-4.589196720708975,1.6251571972681123e-05,-0.8721119869823335
HSD17B10,-4.5747590135287215,1.7596689869544183e-05,-0.8719893525971756
BHMT2,-4.505986028914483,2.5854985660501714e-05,-0.871122841484797
ANGPTL6,-4.757790041510794,6.988890221735066e-06,-0.8710975688107604
ADHFE1,-4.570446474791017,1.7555325557534524e-05,-0.8697531557457208
SDC4,-4.454684157691984,3.4239385850937026e-05,-0.8696114116323576
CXCR1,-4.332797149060536,6.920881713398036e-05,-0.8680405789327585
ANKH,-4.550388952671212,1.9134693888827415e-05,-0.8675495579019681
GNG12-AS1,-4.4755782599455864,2.9041433624543528e-05,-0.8667382574610721
ANO1,-4.474702402900178,2.897024921962882e-05,-0.8661946876297822
PLG,-4.486479272020435,2.6993379890400666e-05,-0.8660187801249155
ALB,-4.378769363922029,5.081582247606334e-05,-0.8658891974594627
HSD17B2,-4.548058798605003,1.897645709048106e-05,-0.8657039251782543
MT1F,-4.413641221497592,4.115357775102219e-05,-0.8656536230580213
KCNK1,-4.466372967479459,3.0152443685706917e-05,-0.8655844225165789
MTHFD1,-4.472854655396128,2.8602862491462478e-05,-0.8644787861702452
ENPEP,-4.459786386884151,3.074467412222009e-05,-0.8642258369126233
VNN3,-4.415907751114451,3.963798725272218e-05,-0.8640364559653655
ARHGEF26-AS1,-4.368402283597681,5.217020576949295e-05,-0.8636161998829137
ACOX1,-4.4297594763211015,3.579786874199983e-05,-0.8626104659738294
APOC1,-4.416832258414645,3.8013804010780726e-05,-0.8615285095713666
MT2A,-4.339919010336882,5.912848461495807e-05,-0.8607984549812261
SYCP1,-4.322574344521932,6.486042871916757e-05,-0.8601533298802919
ADAMTS13,-4.605396178931393,1.336269824960661e-05,-0.859934869679285
GCKR,-4.494281959891969,2.390409448387544e-05,-0.8598763390182054
FGG,-4.371764050888795,4.783083841113263e-05,-0.8591802514796266
LRRC3,-4.337966384190054,5.824645138819992e-05,-0.8590654862420055
FBXO40,-4.223967705550952,0.00011306252302459752,-0.8586281353400712
LINC00240,-4.321184191060689,6.275951662307939e-05,-0.8574784993883137
ALAS1,-4.389075528040706,4.206990541813085e-05,-0.8572829416407856
SULT2A1,-4.398053720968103,3.9860824437336076e-05,-0.8571430481360885
ADRA1B,-4.596067783462759,1.3666616359772737e-05,-0.8561470067353473
CAMK2B,-4.5460698990727835,1.7464961204448234e-05,-0.8561129333905457
ANO3,-4.400140712107133,3.813928824498772e-05,-0.8547740227610826
DCAF11,-4.340644314294975,5.327347653981136e-05,-0.8541081398692179
SLC5A7,-4.239919955758303,9.585032957952932e-05,-0.8540421201895256
MIR621,-4.255346651929601,8.661417728771182e-05,-0.8533107160540548
FMO5,-4.32555065806804,5.701950382348191e-05,-0.8527393507419081
VKORC1,-4.48694454525744,2.2831634214851977e-05,-0.8517917857447911
KCNJ3,-4.308291956013889,6.201018946504776e-05,-0.8516120339305242
NAT8,-4.476938306782337,2.3974074589269614e-05,-0.8513807676557451
ACBD4,-4.432515686377946,3.047216908081462e-05,-0.8513550016287397
RNASE7,-4.296392238261975,6.586248070896928e-05,-0.8510052394757033
COQ9,-4.4527629398199675,2.703053627829429e-05,-0.8504858836643061
GCLM,-4.270109998623148,7.614040104413482e-05,-0.8504792984897379
ATOH7,-4.28088162592267,7.090780924314517e-05,-0.8498970614824553
DDT,-4.230456311660483,9.489762788987109e-05,-0.8498007577989056
AQP4,-4.373610309514643,4.129954134169775e-05,-0.8493263558938713
UGT2A1,-4.145745084945151,0.00015194575143766983,-0.848651661822427
GBE1,-4.279763993843975,7.005767840865019e-05,-0.8486289094713872
ABCA10,-4.304205948729325,6.063035186755882e-05,-0.8483971860677377
PLEKHA6,-4.469382823526763,2.4246052561180233e-05,-0.8483858715774282
ABHD5,-4.384108888368304,3.8300768360146724e-05,-0.8480126765234545
KDSR,-4.48339104307899,2.244125799791656e-05,-0.847788839291106
CFI,-4.357244022648915,4.412032824842252e-05,-0.8472758294639292
EVA1A,-4.389168921447197,3.6618663326671634e-05,-0.8466068699338751
ZC3H12A,-4.319829231528819,5.390513788555235e-05,-0.8463726960985197
PFKFB1,-4.4128653097809245,3.207418695637627e-05,-0.8463424482408368
RIPK4,-4.288970021218361,6.400468501423112e-05,-0.84601915887463
C11orf54,-4.266847570883937,7.206934936304929e-05,-0.8454194233307191
LINC00261,-4.311313399795872,5.551137263445803e-05,-0.8449513477127085
FGGY,-4.436882457016556,2.7712910312836136e-05,-0.8445240205434426
GPRC5C,-4.429458161687833,2.8810894963366772e-05,-0.8445190172845956
HMGN5,-4.294176098020191,6.0319599929444816e-05,-0.843879166999011
ACSM3,-4.320459989255548,5.0733164368453497e-05,-0.8420075697438293
ABHD14B,-4.399312718919772,3.2796388621615156e-05,-0.8415212034471832
ARAP2,-4.348212795828856,4.305486472602003e-05,-0.8411781215913147
LONP2,-4.3042847557281005,5.453161543504557e-05,-0.8405563416985244
RNF125,-4.266321193980629,6.738433885363878e-05,-0.8403647651071341
AMBP,-4.294513419039917,5.74556201335543e-05,-0.8403526836505935
TNR,-4.177894865013596,0.00011159701244647412,-0.8403496409541433
CRYBB3,-4.293785586324866,5.752810625571246e-05,-0.8401335460213585
ARL14,-4.1064662986998135,0.0001646581091675722,-0.8391741543798689
SDHB,-4.345586285889018,4.255174856261512e-05,-0.8388988490246244
OTC,-4.2285922328945045,7.933559711400226e-05,-0.8366363140218139
CES1,-4.24102688554045,7.393183511255823e-05,-0.8366136584451838
FH,-4.267320737973749,6.295741851690291e-05,-0.8355977983197672
GGACT,-4.160561028263449,0.00011431704365108195,-0.8351689644607101
KNG1,-4.3377791711270985,4.2427105532538585e-05,-0.8347472047318814
DPYD,-4.248573788798647,6.883644620996652e-05,-0.8343938668920684
CYP1A1,-4.247415245312384,6.88533599583067e-05,-0.8339073623981982
FAM83A-AS1,-4.051683150563758,0.00020635272531459168,-0.8336085604494833
PCCA,-4.266647880172012,6.059117157556462e-05,-0.8321824586896169
MCF2L-AS1,-4.2662061419884285,6.023593378215431e-05,-0.8314850757454862
PRRG2,-4.345814753790096,3.931744292437051e-05,-0.8312758842271953
SAA2,-4.048449557589073,0.00020215116994609742,-0.8309355941575195
RCL1,-4.279026733997615,5.545625024265521e-05,-0.8303663061656962
HSD17B14,-4.3216756588100935,4.416044675644165e-05,-0.8303010858589146
RGS9,-4.103488237143833,0.0001465297167324736,-0.8299550951021416
ACTR3C,-4.2833405313682835,5.378048951658551e-05,-0.8296956254155794
GABARAPL1,-4.2742266118655055,5.6463879696499894e-05,-0.8296601840576429
FMO4,-4.243570733457659,6.63653175107878e-05,-0.8292090113602578
DNAH5,-4.120814906563915,0.00013133082055736848,-0.8290826424793052
PGRMC1,-4.266900684730352,5.765661678439858e-05,-0.8279924747915078
EXPH5,-4.243995378445676,6.520930885129799e-05,-0.8279176234755394
ALDH9A1,-4.203697991824908,8.11368660425425e-05,-0.8276925645716192
G0S2,-4.05180321084271,0.00018927148174563354,-0.8276253806957725
EPGN,-4.207050505982389,7.882008222939286e-05,-0.82685173470536
CNDP1,-4.013418305273136,0.00022875974554218168,-0.8259968683178505
SLC16A2,-4.267868206637078,5.59110887222495e-05,-0.8256154131217935
AQP3,-4.314696960052417,4.359919903345057e-05,-0.8250058047808162
RNF152,-4.182268721504547,8.794173934729658e-05,-0.8246754669843727
RSPO3,-4.314663993356496,4.313617956845113e-05,-0.8237133393470257
BHMT,-4.159489558967612,9.809019698857387e-05,-0.8233710747022184
GLYATL3,-4.1731195357715976,9.074870261249377e-05,-0.823153281128821
SYT10,-4.070030493543181,0.0001596723528799059,-0.8226878311757901
PLD1,-4.175792943412401,8.84120573277506e-05,-0.822222747840867
PTPN3,-4.24927926473383,5.918323306860246e-05,-0.8216168151124765
PTGR1,-4.147410660818477,0.00010166251600840509,-0.8209292115070741
ESRRA,-4.252653713494778,5.767262822843908e-05,-0.8207870669867102
FADS6,-4.112676670841129,0.00012272144023649595,-0.8206809537642724
RASGEF1B,-4.235919168587632,6.273359322203004e-05,-0.8204503030717273
BOK-AS1,-4.08976171528061,0.00013741324931659257,-0.8196462701052727
AVPI1,-4.229598587398551,6.428942909728165e-05,-0.8195998366909886
KIAA1671,-4.253754252213896,5.662941101774252e-05,-0.8194761808362335
SAT2,-4.161422422914852,9.22265371536674e-05,-0.8192268237294187
KLHL2,-4.213093749549321,6.93095300560026e-05,-0.8184700582175171
PCA3,-3.9904196350668264,0.0002313706661896743,-0.8177108222940265
TMPRSS2,-4.049547657128543,0.0001650172876296262,-0.8167180716698906
NFIL3,-4.251065886232772,5.586806557975738e-05,-0.8164620158823102
CPS1,-4.1938704118591525,7.502359499037334e-05,-0.8163566946522252
MACROD1,-4.248655376476154,5.640755278960327e-05,-0.8161671788486311
SLC39A14,-4.243792891129874,5.7623286135486894e-05,-0.8157947838451411
ACADSB,-4.218694851370878,6.509203181436692e-05,-0.8151125501876892
INHBC,-4.216630314104114,6.574385341960328e-05,-0.8150421715377236
ABCA6,-4.215462835073984,6.579883680946112e-05,-0.8144979073907178
ZDHHC19,-4.173204629183623,8.197026617789092e-05,-0.8144159646156014
TUSC1,-4.4867017725029275,2.122279378387572e-05,-0.814163734265422
RIC3,-4.288685605565275,4.5382896996050706e-05,-0.8131576670115468
SERPINA10,-4.208382229136642,6.736956371894149e-05,-0.8131428902122102
IL1RAP,-4.0954520099189615,0.00012260205783233796,-0.8131197707597893
CSRNP1,-4.234698154828346,5.8190933781033796e-05,-0.811529297910823
MBNL2,-4.068567744134823,0.0001391222557231165,-0.8115256331673315
IL4R,-4.124190302362533,0.00010231167409668142,-0.8108921427962701
VTN,-4.176786115605965,7.752128951684372e-05,-0.8108147911793842
