,t-statistic,p-value,effect size
451,1.493134234827961,0.13911697933118902,0.2901747232465736
13829,1.5367911404389183,0.12926791565975135,0.2901888138727749
6340,1.5620367452416168,0.12428811546857282,0.29018936788505767
12616,1.5422298375758725,0.12813441887256094,0.2902640895629036
1100,1.479050665796964,0.14261578145555778,0.2902876300723952
8671,1.460717301252903,0.14741978099155195,0.290332825522739
4635,1.4939556774944642,0.13890197018071335,0.290336159568896
17126,1.497225159638599,0.13810876850652512,0.2903663691899798
19273,1.4844167277471723,0.14125403622692378,0.29036741913161124
11810,1.5646205133692825,0.12373787583219792,0.2904470447109048
12883,1.4736912027363473,0.14398369057235547,0.2904726529779682
18273,1.4794763578486059,0.14248932770824355,0.2905809032455665
18974,1.4769612581718905,0.14313343393706698,0.2905815611043136
16172,1.4990647688682677,0.13764472942990089,0.29058753878069726
4351,1.5180218815120117,0.13324760289407664,0.2906103776731211
18036,1.4863950222410796,0.1407394008235049,0.29063416152991783
14077,1.4698539825858996,0.14497815822059143,0.2906490371571549
16795,1.4984564566944218,0.13778208611065862,0.2906709102033547
18662,1.505979381486356,0.13599418500829194,0.29070742679496736
15577,1.451468867829502,0.1499437990446021,0.2907294265048003
8531,1.5096133678348547,0.1351456892782201,0.2907311305371504
16799,1.563956852819828,0.12378034837890936,0.29074933299253575
17696,1.4715771044239443,0.14452090017439032,0.29077984952352043
5732,1.4848226257443042,0.14112206883749379,0.2907909249229486
17276,1.5134818320114365,0.13423738449241196,0.29087859553522627
6491,1.4793317237318275,0.1425040935592244,0.29096655055331033
16150,1.494600699109853,0.13868655213342374,0.2909740612955146
10568,1.51316585248583,0.13429547570843361,0.29098595009038225
7552,1.4790563351547015,0.14257100368745612,0.2910334586982291
11238,1.4648225402290775,0.14630034763637814,0.2910433500840412
2395,1.4997361224875034,0.13743043023699142,0.29111694423575596
3565,1.5646941216782404,0.12354559301688756,0.29111841010337075
18330,1.5263367663871164,0.13132211856609016,0.2911584129468346
18581,1.4506710804847118,0.15016653728368282,0.29119029073257413
11056,1.4919891560131997,0.1393051203360644,0.29123449058930034
15132,1.511170006689709,0.1347195278094126,0.29126352230738317
12797,1.5171301790988714,0.1333533723384725,0.29127991341373
4838,1.5125478844023266,0.13438877546880612,0.29136639062643666
18547,1.4957138458443253,0.1383793753291234,0.29138297858884366
15424,1.5688931765750294,0.12269354035325981,0.29139080143822244
2793,1.5411301778887996,0.1281302703366938,0.29139171636152317
17536,1.4994872924570644,0.13745670408089183,0.2914674594069201
13035,1.5000012340715705,0.1373307209956071,0.29149053979479433
13527,1.5002254003418996,0.13727314684094713,0.2915289096207042
8205,1.542523579210465,0.12780123683703443,0.2916009696199658
5289,1.4812551263932958,0.14197473662114302,0.2916576311339687
16089,1.5719878259233193,0.12201884699760662,0.2917858769764054
12663,1.554652098012779,0.12530913285747255,0.291806921625257
2680,1.5573495578478647,0.1247738697885283,0.2918339118638902
19486,1.517823418438316,0.13311426454495712,0.29189289113263217
16108,1.5504985670816573,0.12611603441381547,0.29189846062337604
5947,1.4677252424057856,0.14550319744848983,0.2919696310113554
14983,1.4883210750908737,0.14016454591645078,0.2919834320600029
11484,1.566916326175417,0.1229056326390747,0.291988536748463
10420,1.4913299583398107,0.13940916061647607,0.2920330865436934
3336,1.5731264735280874,0.12171878897031708,0.2921270370777572
11458,1.5741510595611312,0.12151775996175683,0.29217891742660257
17111,1.4970914397201747,0.13797591857427943,0.2921918676709034
1150,1.4836179882773555,0.1413423773069036,0.29221227847388526
10466,1.563556588417584,0.12348604788986228,0.2922144055187723
14507,1.532824331838465,0.12973410840528704,0.292260991152305
3053,1.4950286542567568,0.13847291025102654,0.2923165733742461
479,1.573122108154264,0.12166318684273873,0.2923390201429712
19330,1.4453710134161397,0.15167892794897414,0.2923435193073318
16061,1.5228180527063397,0.1319247732910193,0.2923525559003693
1518,1.4798934176642842,0.1422879319181293,0.29247184192385345
4477,1.5411930581672448,0.12790934565101433,0.29250636301022637
12300,1.5627937318072178,0.12355739976440616,0.29253041030554827
1475,1.5045446160977698,0.13614106904552392,0.29255193203720864
12727,1.4827952502115738,0.14153533433827312,0.2925833017007011
15454,1.5037337869205372,0.13633203843867012,0.2925906650963104
9371,1.5677620819093436,0.12259484970534007,0.2925964912153073
14341,1.4770696925435096,0.14301725682933544,0.29260370428592564
2590,1.4584563814391251,0.14801380622210122,0.2926162610071321
14554,1.5259522046896155,0.13118331940451547,0.29264915813809145
8125,1.5681686906147898,0.1224923640367573,0.2927015575456491
10674,1.498918915921011,0.13748705466485978,0.2927287685615538
8179,1.5129897417131093,0.13412234764503472,0.2927767797179985
6981,1.5154893348545802,0.1335407433828074,0.29278558187660203
18548,1.55456624992261,0.12511381451758205,0.2927911896653789
1935,1.4764658564458946,0.14316878303303462,0.2928118661898301
17001,1.5293056072597437,0.13041362921394478,0.29283827746471136
10793,1.552434505705161,0.125528311753594,0.2928573489584467
16878,1.5126710971439976,0.13418154334288473,0.292919426163471
313,1.5216114298998478,0.13212122645589494,0.29293082920645164
13868,1.5685501445567547,0.12236250673671067,0.29293869373730563
5563,1.5441671767430096,0.12720677353657694,0.29295264683443895
5235,1.5251092766830612,0.1313261061677937,0.2929822089595206
11891,1.5713134116733636,0.12182189234332068,0.293026121364466
5986,1.5024675763025046,0.1365978234070795,0.29305546274585353
2929,1.5787972749554982,0.12040451530048504,0.29318210946180534
11794,1.5764009005989974,0.1208405450893269,0.2931840177925456
3647,1.508430147479163,0.13515260310698396,0.29321493031867113
15171,1.5207241437612757,0.13228273022290266,0.29325940127321265
3129,1.5125503671273357,0.13416965680810256,0.29330948288168457
18813,1.4883915951455926,0.14007106040096057,0.2933483628522848
19099,1.506559631316149,0.13558330432504961,0.29339413029377287
12723,1.5594119088057057,0.12402093319429193,0.2934103927175345
5242,1.4866969283371483,0.14049943136080212,0.2934173742816292
8051,1.5012104402257211,0.1368689310152106,0.29350406120266415
15326,1.5560495546778488,0.12467007293688934,0.2935070377022597
6725,1.5412185657178614,0.12773112045040363,0.29351273061451616
17971,1.5209870988225875,0.13218523782987565,0.29357645141790656
15331,1.4716046643490748,0.1444386691031238,0.2936913601205986
12491,1.4882658432953275,0.14008443943936946,0.29375568866231716
19523,1.4986816286285018,0.13746812900856153,0.29381947772092
8065,1.549633639299964,0.12591547311275228,0.29382036546456747
3898,1.569632963265966,0.1219415104802465,0.2938477139056904
4250,1.547350870089361,0.12637659748402805,0.2938900578311847
12834,1.5540711806594925,0.12498068007198185,0.2939595559980714
13235,1.5165550030399977,0.1331654009642044,0.2939753112711831
18079,1.4950758743946577,0.13835446075177116,0.29397802013817576
15984,1.5842375912843942,0.1192031603083022,0.2940110978984005
5079,1.571384058842701,0.12156533033503972,0.2940350745145157
7181,1.5019586957919207,0.13664383306657035,0.2940995000431356
6863,1.5845667075007637,0.11911703600136203,0.29411271843828446
10751,1.4898175543657068,0.1396723591180976,0.29415103575140145
12493,1.576411332532346,0.12058901012185361,0.29417349592619274
7041,1.5265310681117084,0.13083932547207833,0.29429925624652986
4785,1.5842968511621287,0.11910217970130287,0.29435139701830937
1296,1.5864393487215376,0.11869282682940678,0.2944477461631263
10551,1.5862522978845073,0.11872112199754407,0.2944668484185621
7601,1.4806474355957053,0.14203019682945184,0.29451555973425964
7173,1.524204818047691,0.13133718469231426,0.294564607666238
6709,1.5175531300383633,0.1328716253321396,0.294590190751358
11072,1.553196383889611,0.1250322592201318,0.2946493082132649
16381,1.5087665684980804,0.13494881206564321,0.2946784587398864
8757,1.538413196991984,0.1281505628615192,0.2947091987534272
12339,1.4940173312922824,0.13858311644975463,0.29472487310295026
18644,1.57173374800216,0.12132937246306406,0.29477662958631595
19081,1.5193803378997617,0.1324250710995885,0.29480012199887684
16527,1.5057511952165126,0.13566870031403977,0.2948203911243474
19102,1.5238825501946898,0.1313795296695306,0.2948520166890837
12813,1.5890814504345294,0.11810432344436173,0.2948907004888796
88,1.5073327584042637,0.13527872103273197,0.29490364906036065
19067,1.5535951884538672,0.12487074234082515,0.29510016049281845
18293,1.5108156773749495,0.13442242395188506,0.2951221373935332
5090,1.5632545716561017,0.12290847543875177,0.2951286938495903
17333,1.538839328547324,0.12799475991457254,0.29515911782172494
13925,1.5021743499488478,0.13652191553821535,0.29520677744113283
14425,1.5176336501873904,0.1327943134891165,0.29522113026023067
18908,1.5008188735304049,0.13685633979787173,0.29522833364778706
17152,1.5254483026676269,0.1309774301143951,0.29525833881624924
7147,1.5466629395944207,0.12629147341118174,0.29528821103763925
215,1.5135648629005296,0.13375166208041256,0.2952898123357395
6385,1.5273440609270499,0.13053993483019952,0.2953016198802027
16272,1.5197272543413232,0.13229371726444383,0.29533098840244243
12915,1.5861802553311888,0.11850670936438568,0.2953433090809196
15975,1.529143442385784,0.13012588172908052,0.29535234185797204
12805,1.5452896321842833,0.12657169052418227,0.29536908021537533
16870,1.479557859271518,0.1423042746368035,0.2954019787568044
14321,1.4941366420750095,0.13852461458820464,0.2954116400376798
17853,1.512882252577199,0.1339048121897154,0.29541603512952935
16815,1.5052260472134016,0.13575863571664323,0.29541784979432506
10540,1.5108340971345866,0.134394645800267,0.29543913516003334
8865,1.5108326957142542,0.1343946210156141,0.2954441772268656
19118,1.508391015242862,0.13498254267441442,0.2954805328837425
538,1.5173562129391458,0.1328250609227255,0.29562193891765254
1115,1.5317379487023213,0.12950212352945395,0.29568824676099287
16051,1.5760984332288066,0.12028977518651622,0.29571233988652745
18506,1.5186791214337803,0.13250349885380538,0.29573667382144353
18217,1.4944937454654779,0.13842196367369886,0.29574157306530513
13233,1.5838736979201478,0.11881956954659925,0.29578245039929263
15806,1.5680939696049958,0.12181245632272225,0.2958316128563448
1264,1.51768758451062,0.13272670623712776,0.2958645449819322
8171,1.5773777605376331,0.1199973895939385,0.29593682827452733
8999,1.5802013937137116,0.11946430888898726,0.29594106740824355
11401,1.5718049595657273,0.121060198276287,0.295965846933389
6231,1.481705843020138,0.14172997763889422,0.29614641965617794
3282,1.5254576288203165,0.1308859935788437,0.2961471328553315
19075,1.5794661336111628,0.11950900867109622,0.2963592153767978
5152,1.5169551355224733,0.13286151226843956,0.29636364237398205
1782,1.5798214847965766,0.11942889428195111,0.29641822020005626
11752,1.597866138432356,0.11613237397161351,0.29648548065118624
16744,1.55188158743013,0.1249963311513226,0.29653613933288675
665,1.5279545201020184,0.13027316026136504,0.29653919738421197
1111,1.523417426413622,0.13132225288434354,0.29656122144808617
15005,1.5588350932868487,0.12353985398062103,0.2965779190879022
15129,1.5832497729658999,0.11872908563214823,0.29666949161225153
2227,1.5405561503962666,0.12742068108206325,0.2966801563742017
15208,1.5992160326685647,0.11582921528066138,0.29673995644163886
7204,1.5395992433493728,0.1276230590590232,0.29675424503847847
18894,1.5083015479265525,0.1349274643298225,0.29678455488089783
9326,1.5909028127448759,0.11729368193569374,0.2967891428323155
8756,1.528697301731983,0.1300731626371454,0.2968465696370549
11300,1.5941575853999173,0.11669290072402878,0.2968520482809643
10504,1.5976714795435798,0.11605754391203053,0.2969007847110467
14232,1.5294431848767696,0.1298960449783043,0.29690740805987426
19133,1.510358810690739,0.13441358848688098,0.29697188879304515
17945,1.5409898840669403,0.1272890284979386,0.29697768761049165
15936,1.6005318052050597,0.11552201074878456,0.29703452561773336
2322,1.5342111858671126,0.12879702656699968,0.29703578260672
8010,1.6009622993680437,0.11544373849926665,0.2970474240815283
15740,1.5411145886407422,0.12725205877012175,0.29705683093796054
12163,1.5343491842220862,0.12876286561247793,0.2970642950014122
1552,1.5561135808994226,0.12401424252464702,0.2971467795808834
573,1.5971391454353465,0.11607723299952502,0.2971910035131567
18170,1.5910863749585347,0.11716032325673527,0.29720590106467065
11179,1.5182607179151824,0.13248830314028542,0.29723676451262543
16394,1.4895160891866448,0.13966949504322182,0.29724533259037333
923,1.553294338805606,0.1245915868092834,0.297256125604057
5470,1.524895869628713,0.13090653620218334,0.2974089694382071
19447,1.5134234497594428,0.13364151374416483,0.29743519190207884
7309,1.5189895254458397,0.13229636470596223,0.29750460604956225
3394,1.5901782442195334,0.11725629531208025,0.2975050398306711
13226,1.519697862188248,0.13212564681208064,0.29753018612844984
3453,1.522972148978449,0.1313466224376348,0.29756628681153413
11808,1.5389710471599765,0.1276675737049888,0.2975939787949309
6796,1.536510177166089,0.12821815592409866,0.29761501983775346
16971,1.5364240436181034,0.12823648926679737,0.2976258466404606
3247,1.5195177216804483,0.13215713793726167,0.29770432414660675
12452,1.5212030724535819,0.13175504235010285,0.2977133272236896
14084,1.5397245126126662,0.12747845189880852,0.2977864964001428
13979,1.534661025627801,0.1286190057869389,0.2977971327604964
9465,1.5326855118234308,0.12905944324915217,0.2979110004125701
7240,1.5130280125874798,0.13371274768361424,0.2979151742680034
9813,1.5193983588653,0.13216904052174566,0.2979673374777673
10498,1.507173281418911,0.13515333138876465,0.29798061850329266
8846,1.6056928582890473,0.11437662149864118,0.2979867697419899
1851,1.5040042257064286,0.13594466360322047,0.2980135479926467
10322,1.52274977598894,0.13136288020426987,0.2980819861586188
1423,1.553020107796063,0.12453444554391058,0.29808957687903115
11356,1.5988526642898542,0.11554139279059208,0.2981231386679204
7873,1.537614071939338,0.12791271033795817,0.298177566264207
13215,1.5923739503241656,0.11669995009762246,0.29817782740168497
3799,1.5315666004044186,0.1292928127376082,0.2981839901038154
6561,1.6064531482264879,0.11419195857504752,0.29819065473261447
5466,1.5206796121496238,0.13184514084715665,0.2982485638003337
4362,1.5243543522957186,0.13097043140044246,0.29826664420850485
10113,1.5250380660290181,0.13080554743858683,0.29831649171222574
6117,1.5126402729419495,0.1337876977707968,0.29834307438808866
6738,1.5333364885253906,0.12886843495392852,0.2983828858740917
14513,1.6006968480050678,0.11514890240548076,0.29838792903015515
16794,1.4683890894665488,0.1453846323900132,0.2984126737715868
3994,1.5852677292945765,0.11794982611463474,0.29853380305693966
11087,1.6071918895052175,0.11396452479847177,0.29857470390521046
13136,1.5429090404848782,0.12668002058523353,0.2986173828578263
6375,1.5693655661600974,0.12105094132145049,0.29863416411828114
11722,1.6055987625314763,0.11422199299825077,0.2986490939081528
13825,1.58042157394853,0.11881347990281763,0.29888048260283223
