,t-statistic,p-value,effect size
10129,2.34064198312018,0.021485788186460485,0.4513762361019986
15003,2.4692195528755847,0.016860754645067137,0.45140731422500674
15075,2.4560440749916292,0.01718677307226538,0.4514930948822438
11266,2.370022923486629,0.020140832690351256,0.4515072952642244
2903,2.344798324238058,0.021280031437855014,0.4515441974910169
2202,2.3266967195236967,0.022180996705259356,0.45158405621237147
17172,2.363484057133017,0.02041565639620136,0.4517025685048973
5985,2.375775641218945,0.019888311389935208,0.451728583603719
6308,2.431714142185327,0.017864130782660043,0.45174210146848126
11848,2.3957274182394417,0.019094226308441525,0.4517959692205273
14677,2.372250830807705,0.02003257768223567,0.45180504473436106
8627,2.47149294802677,0.016763468087136593,0.4518206752007192
12746,2.329131616304264,0.022049528492282592,0.45185238495608654
1842,2.3818456781163135,0.019626213111002783,0.45199128756372425
2248,2.3772298983570277,0.019815259747097528,0.45199254281830004
11269,2.361230496969552,0.020503567988130113,0.45200257315925363
15840,2.3713857638383025,0.02005654079340179,0.4520881666515431
4576,2.365697297559699,0.020302163731658808,0.4520958331144478
3424,2.3783598597553754,0.019757763486130054,0.45221639398867397
7864,2.4070495587016287,0.018651614963404832,0.45223132775685154
16557,2.397454562786372,0.01899843344104638,0.45232016182385454
5996,2.35617950455013,0.020718873233185994,0.4523675379134513
19084,2.3516702305524397,0.020927213682770538,0.45239523531104114
9023,2.390720708105283,0.01925128622604684,0.4524133584998859
18690,2.428756196459162,0.01790485004019883,0.4524160253798882
2408,2.418319042686645,0.018244817848085685,0.4524536087126128
14497,2.4753513215989367,0.016601374447491917,0.4525036608562144
6960,2.3712449282788017,0.020042306184909285,0.45255259117673274
12854,2.450900560765625,0.017225733560475853,0.4526103211215445
14343,2.3994474343265515,0.018904252441847385,0.452653003157936
14501,2.429479458902259,0.01786171789416583,0.45268356400175747
6672,2.3406515254543816,0.021448880538833256,0.4526975294484891
8701,2.4745303421541105,0.016593020937342752,0.452782341965481
2692,2.382091693264248,0.019575405632406555,0.45281957310285953
1402,2.4091784313782476,0.018537060996965886,0.4528386238159869
14429,2.477104586277183,0.0165231174761599,0.45286407460353456
98,2.3306676370285464,0.021949510895431894,0.4528643840947186
4411,2.4037735505995497,0.018730829056329616,0.4528723145770094
18817,2.4173758216174486,0.01824806048113122,0.4528758655826828
7756,2.3984550467775483,0.01892316388045728,0.45297527040488883
19282,2.369648579052409,0.020091738330094516,0.4530238932031446
13774,2.4216424112697235,0.01809167352912905,0.45305058667846865
13711,2.4130463489850382,0.018379383580725366,0.45316393021597645
2959,2.3690167184359674,0.020113155092882137,0.45317814598699374
18010,2.3913284973547606,0.01918484869856519,0.45322040521130397
19364,2.476702405232379,0.016495017638260653,0.4532408543729588
2124,2.4550653439393755,0.017052987059865535,0.45326107264677495
1313,2.455103561849348,0.0170429099526515,0.45336513023907365
22,2.377653842105307,0.01973363331409189,0.45338945741560094
16643,2.4070553559637435,0.01857537871931174,0.45346560718568185
19319,2.3963232754020525,0.0189725808747368,0.4535595994192126
2413,2.4295742656680535,0.017792962451006387,0.4535831918246526
10612,2.3976093446801787,0.01892045200026774,0.45360992127274097
15899,2.3635835552309965,0.02033825654568444,0.4536129504638791
5322,2.3855899564109513,0.01939486910188284,0.45361635641904763
5878,2.407803959099908,0.01853837342946446,0.4536297451689206
748,2.4295173331162365,0.017790772073493732,0.4536398206945546
17175,2.4793711247863857,0.01639071544781678,0.4536481656351573
6078,2.378043379374203,0.019705228700653242,0.45366736616846554
18832,2.354067365045714,0.02076851089880653,0.4538896337374037
19015,2.346200513376266,0.021146362204723556,0.45389027007864186
15752,2.419931556575864,0.018092943129681467,0.4538987025314993
13636,2.301442311505272,0.023552118362423245,0.45392409327125305
4437,2.3922037130979406,0.019113192294471382,0.45395507298910925
19158,2.2963195142916417,0.02385645867504125,0.4539656212913784
4419,2.3800799783044395,0.019601493606965715,0.4540895240735597
8497,2.394959634946074,0.01899650512064741,0.45412032410739706
12239,2.4241998307917165,0.01793178811870367,0.4541442519895197
8691,2.4200387121003613,0.018071681300378166,0.454171575594535
13433,2.4714562359489842,0.016535465158119635,0.45417452587221707
11821,2.40045225078006,0.018780153446120974,0.45420217098298593
17233,2.481355796329724,0.016287426657127492,0.454216686321781
11689,2.485606180779265,0.016185753384565817,0.4542344492500874
3919,2.38260385872892,0.01948834325298163,0.4542672780067441
7777,2.3886787403024012,0.019237350159450557,0.4543065781058609
4013,2.405319059269514,0.018590727379276206,0.45431331679559184
5438,2.3566517486916703,0.020631904438759716,0.4544076316017191
16956,2.384828401990737,0.019388525837025238,0.4544425143314586
19238,2.421156132937993,0.018012852977205642,0.45449138665368427
2824,2.3767392015142406,0.019723696834188738,0.4545734608996687
2476,2.431976104177553,0.01764407034223876,0.45459488743711074
13678,2.482466557116022,0.01621339415933822,0.45470568148222634
2434,2.405100879370067,0.018574564006243854,0.4547589798996693
2290,2.4323504060483865,0.017618914027383942,0.45478388063099595
14997,2.3394441984255705,0.02146358901334321,0.45479607708543124
12664,2.4522001004996152,0.017004704963548122,0.4548233090310058
16153,2.387101851913139,0.019272009558738517,0.4549674624606257
6776,2.475597612859236,0.01635517461751814,0.4549941177101489
4937,2.402044589737378,0.018677502496771404,0.4550040854307034
4716,2.413000727514213,0.018266759358472412,0.45505719568156994
12533,2.4483178211275844,0.017097093713641296,0.45510818006241155
6789,2.400606776344888,0.018719533523615474,0.45526712931294366
10621,2.4353059975646727,0.017489422886090178,0.45527691290068134
13526,2.3642703969926293,0.02025280807819136,0.45527977749221116
2915,2.4879757404868257,0.016027231537092936,0.45528249058041936
13906,2.4310161923350764,0.017623212784880493,0.4553731022589489
1483,2.3343930628308573,0.021714000952097693,0.4554070170375297
18887,2.3982647360176474,0.018800588259508078,0.4554759697950819
4867,2.359946317802657,0.02044755217656704,0.45547740883947824
15142,2.4045733087503764,0.018556487846155142,0.4554851111328107
10397,2.4528869911488274,0.016930800650888738,0.4555131436666796
14296,2.3919502487700144,0.019046169990652326,0.4556102433130998
18796,2.421868929037737,0.01791778406712769,0.45563449858172
18426,2.4024522678330715,0.018629716685646426,0.4556435725156915
5838,2.3962840412312523,0.018870798116779365,0.45564567910599274
16950,2.4376641358577014,0.01738529261557539,0.45569131200585183
5874,2.4623866206414364,0.01664336249289381,0.4557146504689986
2937,2.4928199113108462,0.01586926968715442,0.4557539402445603
3888,2.405516724453582,0.018504955879988988,0.4557941759666858
3840,2.4748983795723896,0.01628816028989891,0.455944019880863
1754,2.408279412713663,0.01838871748928971,0.45602602402036385
18456,2.4926986002605522,0.01584359022751907,0.45604646593619275
2196,2.416149789972024,0.018093879856489418,0.4561085116893702
19307,2.430061338817802,0.017606639309923833,0.4561305197864062
3859,2.4570408536498896,0.01675751678348658,0.4561921618476846
2761,2.4081117170118276,0.01837853457228274,0.45635296001553055
13584,2.4957006549759426,0.015743705241870687,0.456368261659185
10600,2.3666334520073797,0.020112656101440963,0.45637497582145803
17764,2.396080298320951,0.01884232377294998,0.45646746117558734
14228,2.442736188724045,0.017164272010410517,0.456566633033938
17914,2.495722139802867,0.015717036921840438,0.45663956976094117
13108,2.3804129283303848,0.019489332115282136,0.4566451746343532
11941,2.483065603599025,0.016010611221706484,0.4567393829730478
14820,2.396869264780565,0.01879883808741948,0.456742505804347
10888,2.4392722754045066,0.01726071792177525,0.45678524390953246
7369,2.3775416060331658,0.019609677816599887,0.45679449141289485
9514,2.407246034488524,0.01838966035643549,0.456798390533443
18208,2.4025044253281975,0.018572771113474617,0.4568036520961999
16329,2.496042856236705,0.015689593385999366,0.4568497172891219
17976,2.389202556522008,0.01910662779794422,0.45689327912336686
959,2.469798753938814,0.01633502881136431,0.4570011389492651
19421,2.4253347196756265,0.017710298144476062,0.4571204914972786
12058,2.499791767042494,0.015563971084920305,0.45727143705590567
18666,2.442859319293733,0.01711112902898939,0.45730914878541673
3742,2.4989391824866747,0.015572068711311615,0.45738961508424764
10626,2.4077275316956195,0.018342900806994175,0.4573996636739432
7999,2.454700697378023,0.016735114716047092,0.45743329788611936
9036,2.448293619182113,0.01692636832911984,0.4575051797263246
131,2.4499466749605094,0.016875019278225795,0.45750543994324855
1753,2.4029315506322315,0.018524237542387596,0.45751973065633805
14389,2.429760933435236,0.017529896477751942,0.45758669424392223
9983,2.32039528875857,0.02245964147374773,0.4575998733842046
12729,2.3755837398022956,0.0196715185841569,0.457616049184569
910,2.408403059374824,0.018301977851434528,0.45772548803529733
8214,2.5004621544009558,0.015505524779948187,0.45772715526829394
9952,2.408024511622315,0.0183152241153156,0.45775506746615985
3958,2.46695257949001,0.01635152155373003,0.4577994108751643
7932,2.4610483207613236,0.016516973118131485,0.4578525283376029
12857,2.450432667229371,0.016833273751431455,0.4579010648575436
17732,2.43926362493369,0.017189477119647967,0.4579214332566003
75,2.4340768549671283,0.017358680595676475,0.4579951071036096
11068,2.3919704139525266,0.01894797242537013,0.4580580311486938
18910,2.4846541088086056,0.01585581280951776,0.4580661209811425
16298,2.419641688352504,0.01786039722315042,0.45813461565048624
246,2.487938374213117,0.015765237713297214,0.45815848847120677
13530,2.4294826882563787,0.017507131249652034,0.45816480668674137
9098,2.439363714233815,0.017160730359219365,0.45834354825219326
2584,2.410799716343176,0.018179208903010422,0.45840629428581153
7270,2.5098784913485432,0.015228588420476063,0.4584401234153583
3623,2.4918407710968906,0.015642087757202546,0.4584680076126
8683,2.351701402451798,0.020786418713669867,0.4584705826628444
3546,2.4565108766368,0.016603796667934257,0.45853930222043104
8849,2.4612267043317306,0.016462363515745825,0.4585433930340447
9450,2.274224455829788,0.025334971934973187,0.45856866052830275
12763,2.4085102650303933,0.018256299167157694,0.4586699586912491
4551,2.469590183798947,0.01621115082182638,0.458678626088636
10912,2.403665147737342,0.018445034865884356,0.45872624371421894
12427,2.4230306332542164,0.017705480178545736,0.45876276585905224
13522,2.3987485524290637,0.01863889819395496,0.4588507958856297
15342,2.4860023351402782,0.015752344781352248,0.45889611929454216
5033,2.5125724757888053,0.015125576991212438,0.4589065205785503
14303,2.4484323440085984,0.016829404426180774,0.45893650049763995
18791,2.4909321865904803,0.015621457206392186,0.4589718242203372
18146,2.4344718251509385,0.017285894537628962,0.4590481128278592
4399,2.426212812032419,0.017575830494302645,0.45905706525014467
5233,2.4597414885215065,0.01646118311538922,0.45920549704399255
13067,2.4073077567560515,0.018281311678777078,0.4592061021448242
13962,2.3978080046259787,0.01866398233970399,0.4592272487026737
17452,2.459118619452905,0.016475749129929024,0.45926895582042204
17988,2.4509273871984973,0.016727178165358406,0.4593042079564425
4816,2.382946604898858,0.019296528816968375,0.45930717865441295
7208,2.511495509570688,0.015103098303388813,0.4593902538724499
1994,2.4734262515139953,0.01604924591534196,0.45941240064810956
19343,2.463522920012517,0.01633089598097993,0.45946126732303627
5679,2.429083641866021,0.01745208906838349,0.459475757675287
15535,2.4909027268276547,0.015570847644575942,0.45958957153551866
780,2.483770755070965,0.015749347195289067,0.4596598601820083
12034,2.5148717102878386,0.01499365094942741,0.45977416848383695
3246,2.4161780285941674,0.017913495396829238,0.4597797446742331
6897,2.321151343278231,0.02242344736653052,0.4598864901578888
10537,2.4152161318295686,0.017942744283464294,0.4599578185311763
19397,2.378102750871434,0.01949692082883445,0.45997985329451235
15169,2.480646654321012,0.015808069373012847,0.4599839674215746
17521,2.4435062079259775,0.016928086205723728,0.4599844575657441
3493,2.4832812419737467,0.015734983247525123,0.4600141431219656
4893,2.486391947463452,0.015643807739615555,0.4601297177026376
2993,2.3428754210129514,0.021225727614278246,0.46013946739325945
4275,2.5135117009644596,0.014989068736178354,0.46014324417962726
10166,2.4453896447445183,0.016852379842567225,0.46021855275177936
2946,2.400647604274481,0.018510944861680385,0.46027243954470554
10135,2.402579479697494,0.01842939894199581,0.4603360329959767
18220,2.514791966389919,0.01494122410386679,0.46035848578152255
14392,2.5063393827925573,0.015131988144606888,0.4603586374632438
12326,2.5007544966818234,0.015258522378117634,0.46042454012600215
6950,2.463904644116425,0.016251184080383573,0.4604885373614246
8321,2.426267350197064,0.017498185780200366,0.460641321156325
12377,2.3885548232243994,0.019012533656791047,0.46070237787628304
1069,2.4499499572700905,0.01667470395706998,0.4607117587922847
932,2.4461620548210985,0.016799056141495884,0.46071631189050494
3883,2.404077632482761,0.018354796319461034,0.4607289406905455
12908,2.3953678810372265,0.018714966426239273,0.4608247251497113
8267,2.445158124863243,0.01682646342118909,0.4608273764920161
556,2.471342456521944,0.016005358616961486,0.4608805121145078
16008,2.5140308180687136,0.014906809014661064,0.46092643297912783
